rowid,Compartment,Feature,Channel,Suffix,Feature significance,Perturbation,Corrected p-value,Phenotypic activity,Perturbation example image,Median,Gene Rank,Feature Rank,JCP2022,Resources,Synonyms
20721,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of20,0,TAPBP,0.07508,0.53498,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-01/P09_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-01/P09_0.jpg"", ""width"": 200}",-10.862,999999,0,JCP2022_806954,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/6892"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/601962"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAPBP"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000231925"", ""label"": ""Ensembl""}]",MHC1D3|NGS17|TAPA|TPN|TPSN
3916,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of20,0,IKBKAP,0.00018,0.66532,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-14/P09_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-14/P09_4.jpg"", ""width"": 200}",-27.942,999999,0,JCP2022_803351,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/8518"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKAP"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g="", ""label"": ""Ensembl""}]",DYS|FD|IKAP|IKBKAP|IKI3|TOT1
8848,Cytoplasm,Texture_SumVariance,DNA,_10_02_256,0,BMX,0.00092,0.56032,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-14/F17_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-14/F17_0.jpg"", ""width"": 200}",-10.119,999999,0,JCP2022_800906,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/660"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/300101"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMX"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000102010"", ""label"": ""Ensembl""}]",ETK|PSCTK2|PSCTK3
33524,Nuclei,Correlation_Overlap_DNA,ER,,0,RAB3D,0.53066,0.24162,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-04/D18_7.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-04/D18_7.jpg"", ""width"": 200}",-11.166,2,0,JCP2022_805772,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/9545"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/604350"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB3D"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000105514"", ""label"": ""Ensembl""}]",D2-2|GOV|RAB16|RAD3D
27787,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of20,0,ADAMTS19,0.00018,0.88524,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-18/H05_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-18/H05_1.jpg"", ""width"": 200}",-22.135,999999,0,JCP2022_800195,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/171019"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/607513"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS19"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000145808"", ""label"": ""Ensembl""}]",CVDP2
25269,Cytoplasm,RadialDistributionFracAtD,,_mito_tubeness_2of16,0,POLR2G,0.00018,1,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-01/G08_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-01/G08_4.jpg"", ""width"": 200}",-5.337,999999,0,JCP2022_805348,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/5436"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/602013"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2G"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000168002"", ""label"": ""Ensembl""}]",RPB19|RPB7|hRPB19|hsRPB7
15327,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of20,0,KYAT3,0.09614,0.45374,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-09/G15_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-09/G15_1.jpg"", ""width"": 200}",-27.036,999999,0,JCP2022_803761,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/56267"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/610656"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=KYAT3"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000137944"", ""label"": ""Ensembl""}]",CCBL2|KAT3|KATIII
36329,Nuclei,ObjectSkeletonTotalObjectSkeletonLength,,_mito_skel,0,MGST3,0.31768,0.30986,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-09/M06_6.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-09/M06_6.jpg"", ""width"": 200}",-6.424,999999,0,JCP2022_804171,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/4259"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/604564"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGST3"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000143198"", ""label"": ""Ensembl""}]",GST-3|GST-III
36596,Cytoplasm,Texture_SumVariance,DNA,_10_00_256,0,SORD,0.34422,0.28153,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-05/H12_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-05/H12_1.jpg"", ""width"": 200}",-5.37,999999,0,JCP2022_806689,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/6652"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/182500"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=SORD"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000140263"", ""label"": ""Ensembl""}]",HEL-S-95n|HMNR8|RDH|SDH|SORD1|SORDD|XDH
11870,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of20,0,DPP7,0.70442,0.21448,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-26/H07_6.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-26/H07_6.jpg"", ""width"": 200}",-19.947,999999,0,JCP2022_801902,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/29952"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/610537"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP7"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000176978"", ""label"": ""Ensembl""}]",DPP2|DPPII|QPP
14962,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of20,0,GPAT3,0.70676,0.25652,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-01/O21_6.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-01/O21_6.jpg"", ""width"": 200}",-37.432,999999,0,JCP2022_802792,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/84803"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/610958"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPAT3"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000138678"", ""label"": ""Ensembl""}]",AGPAT 10|AGPAT10|AGPAT8|AGPAT9|HMFN0839|LPAAT-theta|MAG1
39304,Cytoplasm,RadialDistributionMeanFrac,,_mito_tubeness_2of16,0,IRX5,0.61804,0.22649,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-22/C14_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-22/C14_4.jpg"", ""width"": 200}",-6.733,15,0,JCP2022_803475,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/10265"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/606195"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRX5"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000176842"", ""label"": ""Ensembl""}]",HMMS|IRX-2a|IRXB2
34716,Cytoplasm,Texture_Contrast,DNA,_3_00_256,0,HSD17B2,0.3321,0.28516,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-08/P12_6.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-08/P12_6.jpg"", ""width"": 200}",-4.751,999999,0,JCP2022_803245,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/3294"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/109685"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B2"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000086696"", ""label"": ""Ensembl""}]",EDH17B2|HSD17|SDR9C2
17638,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of20,0,LOXL1,0.32766,0.04928,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-12/H08_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-12/H08_0.jpg"", ""width"": 200}",-20.306,999999,0,JCP2022_803878,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/4016"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/153456"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOXL1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000129038"", ""label"": ""Ensembl""}]",LOL|LOXL
40503,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of20,0,NTRK2,0.0005,0.73455,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-13/O13_2.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-13/O13_2.jpg"", ""width"": 200}",-23.696,999999,0,JCP2022_804731,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/4915"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/600456"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK2"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000148053"", ""label"": ""Ensembl""}]",DEE58|EIEE58|GP145-TrkB|OBHD|TRKB|trk-B
37193,Cytoplasm,Texture_SumVariance,DNA,_10_01_256,0,CES4A,0.73951,0.3616,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R6-19/I22_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R6-19/I22_0.jpg"", ""width"": 200}",-8.884,999999,0,JCP2022_801266,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/283848"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CES4A"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g="", ""label"": ""Ensembl""}]",CES6|CES8
13544,Cytoplasm,RadialDistributionMeanFrac,,_mito_tubeness_2of20,0,AGPAT2,0.008,0.52732,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-10/A09_6.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-10/A09_6.jpg"", ""width"": 200}",-23.916,999999,0,JCP2022_800315,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/10555"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/603100"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGPAT2"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000169692"", ""label"": ""Ensembl""}]",1-AGPAT2|BSCL|BSCL1|LPAAB|LPAAT-beta|LPLAT2
32379,Nuclei,RadialDistribution_RadialCV,ER,_2of4,0,ZAP70,0.00018,1,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-14/M16_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-14/M16_0.jpg"", ""width"": 200}",-7.024,999999,0,JCP2022_807744,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/7535"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/176947"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZAP70"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000115085"", ""label"": ""Ensembl""}]",ADMIO2|IMD48|SRK|STCD|STD|TZK|ZAP-70
18596,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of20,0,CNOT2,0.00018,1,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-21/H14_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-21/H14_1.jpg"", ""width"": 200}",-23.773,999999,0,JCP2022_801415,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/4848"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/604909"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT2"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000111596"", ""label"": ""Ensembl""}]",CDC36|HSPC131|IDNADFS|NOT2|NOT2H
15188,Cytoplasm,Texture_SumVariance,DNA,_5_01_256,0,GAK,0.00018,1,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-14/M08_5.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-14/M08_5.jpg"", ""width"": 200}",-7.508,999999,0,JCP2022_802574,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/2580"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/602052"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAK"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000178950"", ""label"": ""Ensembl""}]",DNAJ26|DNAJC26
26770,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of20,0,SCEL,0.82314,0.18164,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-25/K09_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-25/K09_0.jpg"", ""width"": 200}",-16.18,999999,0,JCP2022_806199,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/8796"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/604112"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCEL"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000136155"", ""label"": ""Ensembl""}]",8796
4026,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of20,0,ZIC2,0.02219,0.4735,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-20/A13_7.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-20/A13_7.jpg"", ""width"": 200}",-27.038,999999,0,JCP2022_807796,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/7546"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/603073"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZIC2"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000043355"", ""label"": ""Ensembl""}]",HPE5
31425,Cytoplasm,Texture_SumVariance,DNA,_5_03_256,0,CHSY1,0.42792,0.32631,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R8-01/I05_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R8-01/I05_4.jpg"", ""width"": 200}",-6.504,999999,0,JCP2022_801341,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/22856"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/608183"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHSY1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000131873"", ""label"": ""Ensembl""}]",CHSY|CSS1|ChSy-1|TPBS
20191,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of16,0,RPS6KA6,0.05733,0.39646,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-14/C07_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-14/C07_0.jpg"", ""width"": 200}",-4.575,999999,0,JCP2022_806114,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/27330"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/300303"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA6"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000072133"", ""label"": ""Ensembl""}]",PP90RSK4|RSK-4|RSK4|S6K-alpha-6|p90RSK6
14857,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of20,0,AZIN1,0.00078,0.70171,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-11/A21_3.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-11/A21_3.jpg"", ""width"": 200}",-105.7,22,0,JCP2022_800767,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/51582"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/607909"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=AZIN1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000155096"", ""label"": ""Ensembl""}]",AZI|AZI1|AZIA1|OAZI|OAZIN|ODC1L
13920,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of20,0,DEGS1,0.02205,0.53394,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-04/G22_3.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-04/G22_3.jpg"", ""width"": 200}",-20.76,999999,0,JCP2022_801759,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/8560"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/615843"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEGS1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000143753"", ""label"": ""Ensembl""}]",DEGS|DEGS-1|DES1|Des-1|FADS7|HLD18|MIG15|MLD
18947,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of20,0,PLAGL1,0.02262,0.59608,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R6-19/P14_2.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R6-19/P14_2.jpg"", ""width"": 200}",-25.123,999999,0,JCP2022_805236,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/5325"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/603044"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAGL1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000118495"", ""label"": ""Ensembl""}]",LOT1|ZAC|ZAC1
15006,Nuclei,Texture_Correlation,Mito,_5_03_256,0,SPIC,0.01031,0.51115,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-20/I15_5.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-20/I15_5.jpg"", ""width"": 200}",-5.167,999999,0,JCP2022_806738,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/121599"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/612568"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPIC"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000166211"", ""label"": ""Ensembl""}]",SPI-C
27037,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of20,0,CHEK2,0.01448,0.46352,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-14/G17_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-14/G17_1.jpg"", ""width"": 200}",-17.533,999999,0,JCP2022_801291,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/11200"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/604373"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK2"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000183765"", ""label"": ""Ensembl""}]",CDS1|CHK2|HuCds1|LFS2|PP1425|RAD53|TPDS4|hCds1
28089,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of20,0,ADAM12,0.85693,0.22452,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R6-19/O10_5.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R6-19/O10_5.jpg"", ""width"": 200}",-19.412,999999,0,JCP2022_800167,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/8038"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/602714"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM12"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000148848"", ""label"": ""Ensembl""}]",ADAM12-OT1|CAR10|MCMP|MCMPMltna|MLTN|MLTNA
18324,Nuclei,AreaShapeMajorAxisLength,,,0,ZMYND8,0.00018,0.66048,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-23/P05_2.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-23/P05_2.jpg"", ""width"": 200}",-4.211,999999,0,JCP2022_807811,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/23613"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/615713"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMYND8"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000101040"", ""label"": ""Ensembl""}]",PRKCBP1|PRO2893|RACK7
