rowid,Compartment,Feature,Channel,Suffix,Feature significance,Perturbation,Corrected p-value,Phenotypic activity,Perturbation example image,Median,Gene Rank,Feature Rank,JCP2022,Resources,Synonyms
4018,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of16,0,POU5F1,0.59478,0.23045,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-23/N09_7.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-23/N09_7.jpg"", ""width"": 200}",-3.288,999999,0,JCP2022_805386,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/5460"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/164177"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU5F1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000204531"", ""label"": ""Ensembl""}]",OCT3|OCT4|OCT4Borf1|OTF-3|OTF3|OTF4|Oct-3|Oct-4|Oct3/4
6860,Cytoplasm,Texture_InfoMeas1,Mito,_5_00_256,0,LDHB,0.81953,0.18117,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-05/H04_3.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-05/H04_3.jpg"", ""width"": 200}",-2.355,999999,0,JCP2022_803800,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/3945"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/150100"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHB"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000111716"", ""label"": ""Ensembl""}]",HEL-S-281|LDH-B|LDH-H|LDHBD|TRG-5
35291,Cytoplasm,Texture_Correlation,DNA,_5_00_256,0,ATP5C1,0.01737,0.59605,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-03/E17_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-03/E17_0.jpg"", ""width"": 200}",-3.669,20,0,JCP2022_800722,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/509"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5C1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g="", ""label"": ""Ensembl""}]",ATP5C|ATP5C1|ATP5CL1
27906,Cells,CountCount,,,0,SMAD2,0.43842,0.26385,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-23/N13_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-23/N13_4.jpg"", ""width"": 200}",-2.172,999999,0,JCP2022_806620,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/4087"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/601366"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD2"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000175387"", ""label"": ""Ensembl""}]",CHTD8|JV18|JV18-1|LDS6|MADH2|MADR2|hMAD-2|hSMAD2
24047,Cytoplasm,RadialDistributionMeanFrac,,_mito_tubeness_2of16,0,CSF2,0.00018,0.96083,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-04/G20_6.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-04/G20_6.jpg"", ""width"": 200}",-3.859,999999,0,JCP2022_801526,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/1437"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/138960"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF2"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000164400"", ""label"": ""Ensembl""}]",CSF|GMCSF
12970,Nuclei,Correlation_K_RNA,DNA,,0,ALDH1A1,0.68212,0.24842,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R7-02/D22_5.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R7-02/D22_5.jpg"", ""width"": 200}",-3.106,999999,0,JCP2022_800382,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/216"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/100640"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH1A1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000165092"", ""label"": ""Ensembl""}]",ALDC|ALDH-E1|ALDH1|ALDH11|HEL-9|HEL-S-53e|HEL12|PUMB1|RALDH1
36659,Nuclei,Intensity_IntegratedIntensityEdge,DNA,,0,XIAP,0.87596,0.1708,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-25/J03_3.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-25/J03_3.jpg"", ""width"": 200}",-2.656,999999,0,JCP2022_807707,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/331"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/300079"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=XIAP"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000101966"", ""label"": ""Ensembl""}]",API3|BIRC4|IAP-3|ILP1|MIHA|XLP2|hIAP-3|hIAP3
37270,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of16,0,TTLL3,0.08755,0.46555,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-06/C19_7.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-06/C19_7.jpg"", ""width"": 200}",-2.712,999999,0,JCP2022_807384,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/26140"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/619195"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTLL3"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000214021"", ""label"": ""Ensembl""}]",HOTTL
8785,Cells,Granularity_4,AGP,,0,CPT2,0.00018,0.65375,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-07/B15_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-07/B15_4.jpg"", ""width"": 200}",-3.986,999999,0,JCP2022_801487,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/1376"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/600650"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT2"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000157184"", ""label"": ""Ensembl""}]",CPT1|CPTASE|IIAE4
12292,Nuclei,AreaShapeZernike,,_8_4,0,PDE8B,0.0618,0.43399,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-02/H16_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-02/H16_4.jpg"", ""width"": 200}",-3.318,999999,0,JCP2022_805004,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/8622"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/603390"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE8B"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000113231"", ""label"": ""Ensembl""}]",ADSD|PPNAD3
38946,Cytoplasm,Texture_SumVariance,RNA,_10_02_256,0,ZNF304,0.00018,0.71168,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-24/C07_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-24/C07_0.jpg"", ""width"": 200}",-2.102,999999,0,JCP2022_807876,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/57343"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/613840"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF304"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000131845"", ""label"": ""Ensembl""}]",57343
35773,Cells,CountCount,,,0,RNF10,0.00018,0.90024,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-25/P14_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-25/P14_0.jpg"", ""width"": 200}",-2.309,999999,0,JCP2022_805997,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/9921"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/615998"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF10"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000022840"", ""label"": ""Ensembl""}]",RIE2
15010,Cells,AreaShapeZernike,,_4_2,0,FBXL5,0.01219,0.56122,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-25/I09_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-25/I09_0.jpg"", ""width"": 200}",-3.342,999999,0,JCP2022_802296,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/26234"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/605655"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL5"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000118564"", ""label"": ""Ensembl""}]",FBL4|FBL5|FLR1
39864,Cells,Intensity_IntegratedIntensityEdge,DNA,,0,RAB40C,0.94373,0.16536,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-26/P16_7.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-26/P16_7.jpg"", ""width"": 200}",-2.496,999999,0,JCP2022_805777,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/57799"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/619551"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB40C"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000197562"", ""label"": ""Ensembl""}]",RARL|RASL8C
37908,Cells,Correlation_Overlap_ER,Mito,,0,KIF16B,0.00064,0.81259,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-09/A22_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-09/A22_1.jpg"", ""width"": 200}",-2.78,999999,0,JCP2022_803663,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/55614"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/618171"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF16B"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000089177"", ""label"": ""Ensembl""}]",C20orf23|KISC20ORF|SNX23
10266,Cells,RadialDistributionFracAtD,,_mito_tubeness_7of16,0,SLC16A1,0.00018,0.67201,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-10/N07_5.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-10/N07_5.jpg"", ""width"": 200}",-3.903,999999,0,JCP2022_806384,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/6566"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/600682"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000155380"", ""label"": ""Ensembl""}]",HHF7|MCT|MCT1|MCT1D
34756,Cells,AreaShapeArea,,,0,NSUN6,0.20877,0.36962,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-09/H08_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-09/H08_0.jpg"", ""width"": 200}",-2.457,999999,0,JCP2022_804719,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/221078"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/617199"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSUN6"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000241058"", ""label"": ""Ensembl""}]",4933414E04Rik|ARL5B-AS1|MRT82|NOPD1
15995,Cells,Intensity_IntegratedIntensityEdge,DNA,,0,PROC,0.25709,0.38832,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-19/I15_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-19/I15_1.jpg"", ""width"": 200}",-2.731,999999,0,JCP2022_805552,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/5624"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/612283"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROC"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000115718"", ""label"": ""Ensembl""}]",APC|PC|PROC1|THPH3|THPH4
12955,Cells,RadialDistribution_RadialCV,Mito,_3of4,0,TRIM28,0.00018,0.9241,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-27/H12_2.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-27/H12_2.jpg"", ""width"": 200}",-2.086,999999,0,JCP2022_807267,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/10155"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/601742"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM28"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000130726"", ""label"": ""Ensembl""}]",KAP1|PPP1R157|RNF96|TF1B|TIF1B|TIF1beta
27055,Nuclei,Correlation_Correlation_ER,Mito,,0,INPP5K,0.04702,0.57151,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-16/N10_7.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-16/N10_7.jpg"", ""width"": 200}",-2.589,999999,0,JCP2022_803438,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/51763"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/607875"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5K"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000132376"", ""label"": ""Ensembl""}]",MDCCAID|PPS|SKIP
4109,Cells,Intensity_IntegratedIntensityEdge,DNA,,0,NUDT6,0.03758,0.44636,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-10/E06_5.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-10/E06_5.jpg"", ""width"": 200}",-1.988,999999,0,JCP2022_804750,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/11162"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/606261"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT6"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000170917"", ""label"": ""Ensembl""}]",ASFGF2|FGF-AS|FGF2AS|GFG-1|GFG1
33936,Cells,CountCount,,,0,PELI3,0.21771,0.34479,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-25/A22_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-25/A22_0.jpg"", ""width"": 200}",-2.105,999999,0,JCP2022_805044,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/246330"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/609827"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PELI3"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000174516"", ""label"": ""Ensembl""}]",246330
18186,Cells,CountCount,,,0,SNRK,0.00018,0.68518,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-26/A06_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-26/A06_0.jpg"", ""width"": 200}",-2.252,999999,0,JCP2022_806666,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/54861"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/612760"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRK"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000163788"", ""label"": ""Ensembl""}]",HSNFRK
12245,Cytoplasm,RadialDistributionRadialCV,,_mito_tubeness_2of16,0,SMO,0.53246,0.24766,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-26/B18_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-26/B18_4.jpg"", ""width"": 200}",-3.026,999999,0,JCP2022_806644,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/6608"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/601500"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMO"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000128602"", ""label"": ""Ensembl""}]",CRJS|FZD11|Gx|PHLS|SMOH
10935,Nuclei,ObjectSkeletonNumberNonTrunkBranches,,_mito_skel,0,RNF6,0.00018,0.67439,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-26/J12_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R5-26/J12_4.jpg"", ""width"": 200}",-4.303,999999,0,JCP2022_806076,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/6049"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/604242"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF6"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000127870"", ""label"": ""Ensembl""}]",6049
16159,Nuclei,RadialDistribution_RadialCV,Mito,_4of4,0,SLFN13,0.31951,0.36349,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R8-01/I13_2.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R8-01/I13_2.jpg"", ""width"": 200}",-3.726,999999,0,JCP2022_806615,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/146857"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/614957"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLFN13"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000154760"", ""label"": ""Ensembl""}]",SLFN10|hSLFN13
12393,Nuclei,ObjectSkeletonNumberNonTrunkBranches,,_mito_skel,0,CH25H,0.22464,0.32847,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-11/D17_7.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-11/D17_7.jpg"", ""width"": 200}",-4.248,999999,0,JCP2022_801277,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/9023"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/604551"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CH25H"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000138135"", ""label"": ""Ensembl""}]",C25H
27193,Nuclei,Texture_Correlation,ER,_10_02_256,0,IL22RA1,0.14957,0.38937,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-03/B21_4.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-03/B21_4.jpg"", ""width"": 200}",-2.33,999999,0,JCP2022_803386,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/58985"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/605457"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL22RA1"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000142677"", ""label"": ""Ensembl""}]",CRF2-9|IL22R|IL22R1
29043,Cells,CountCount,,,0,CAPN15,0.00018,0.96456,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-19/M09_0.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R3-19/M09_0.jpg"", ""width"": 200}",-2.336,999999,0,JCP2022_801044,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/6650"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/603267"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN15"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000103326"", ""label"": ""Ensembl""}]",OGIN|SOLH
20132,Cytoplasm,Texture_Correlation,RNA,_10_01_256,0,EXOSC9,0.0005,0.86905,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-03/B07_1.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R1-03/B07_1.jpg"", ""width"": 200}",-1.87,999999,0,JCP2022_802214,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/5393"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/606180"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC9"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000123737"", ""label"": ""Ensembl""}]",PCH1D|PM/Scl-75|PMSCL1|RRP45|Rrp45p|p5|p6
3156,Cells,RadialDistribution_RadialCV,Mito,_2of4,0,PYGL,0.00018,0.83881,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-04/I04_2.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R2-04/I04_2.jpg"", ""width"": 200}",-1.888,999999,0,JCP2022_805729,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/5836"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/613741"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGL"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000100504"", ""label"": ""Ensembl""}]",GSD6
6136,Nuclei,NeighborsSecondClosestDistance,,_1,0,QPCT,0.00078,0.63658,"{""img_src"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-18/P03_5.jpg"", ""href"": ""https://phenaid.ardigen.com/static-jumpcpexplorer/images/source_13/CP-CC9-R4-18/P03_5.jpg"", ""width"": 200}",-1.263,999999,0,JCP2022_805732,"[{""href"": ""https://www.ncbi.nlm.nih.gov/gene/25797"", ""label"": ""NCBI""}, {""href"": ""https://www.omim.org/entry/607065"", ""label"": ""OMIM""}, {""href"": ""https://www.genecards.org/cgi-bin/carddisp.pl?gene=QPCT"", ""label"": ""GeneCards""}, {""href"": ""https://useast.ensembl.org/Homo_sapiens/Gene/Splice?g=ENSG00000115828"", ""label"": ""Ensembl""}]",GCT|QC|sQC
